"V1","V2","V3","V4","V5","V6","V7"
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0.001958,0.001958,0.001958,0.001958,0.001958,0.001958,0.001958
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
